timestamp,case_id,resource,z3_initial,llm_attempts,hallucination,z3_final,retry_history
02:37:44,CB_01_privileged_mode_enabled,CB,FAIL: aws_codebuild_project is running in privileged mode.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:37:50,CFG_01_recorder_disabled,CFG,FAIL: AWS Config recorder is disabled.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:37:56,CF_01_allow_http_traffic,CF,FAIL: CloudFront allows insecure HTTP traffic.,2,False,PASS: Formal Verification Successful.,FAIL: CloudFront S3 origin missing OAC/OAI. | PASS: Formal Verification Successful.
02:37:59,CF_02_missing_origin_access_control,CF,FAIL: CloudFront S3 origin missing OAC/OAI.,2,False,PASS: Formal Verification Successful.,FAIL: CloudFront S3 origin missing OAC/OAI. | PASS: Formal Verification Successful.
02:38:10,COG_01_allow_unauthenticated_identities,COG,FAIL: Cognito allows unauthenticated identities.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:38:20,CT_01_logging_disabled,CT,FAIL: CloudTrail logging is disabled.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:38:26,CT_02_log_file_validation_disabled,CT,FAIL: CloudTrail log file validation is disabled.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:39:32,CW_01_no_retention,CW,FAIL: CloudWatch Log Group has no retention policy.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:39:37,CW_02_logs_unencrypted,CW,FAIL: CloudWatch Log Group is not encrypted with a CMK (kms_key_id missing).,1,False,"PASS: FORMAL PROOF COMPLETE ✓ | CW_02_logs_unencrypted | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | CW_02_logs_unencrypted | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:39:44,DAX_01_encryption_disabled,DAX,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_dax_cluster. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",1,False,"PASS: FORMAL PROOF COMPLETE ✓ | DAX_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | DAX_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:40:05,DDB_01_pitr_disabled,DDB,FAIL: aws_dynamodb_table has point_in_time_recovery disabled.,2,False,"PASS: FORMAL PROOF COMPLETE ✓ | DDB_01_pitr_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_dynamodb_table. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | PASS: FORMAL PROOF COMPLETE ✓ | DDB_01_pitr_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:40:07,DOCDB_01_encryption_disabled,DOCDB,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_docdb_cluster. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",1,False,"PASS: FORMAL PROOF COMPLETE ✓ | DOCDB_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | DOCDB_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:40:14,DOCDB_02_publicly_accessible,DOCDB,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_docdb_cluster_instance. Model: NetworkZone=INTERNET, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-1: sensitive data is internet-accessible; INV-2: sensitive data is unencrypted; INV-3: internet-facing resource is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",5,True,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.","FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_security_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT."
02:40:20,EBS_01_public_snapshot,EBS,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",5,True,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.","FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_snapshot_create_volume_permission. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT."
02:40:23,EC2_01_ingress_open_ssh,EC2,"FAIL: Z3 Exists-witness found attack path in aws_security_group. Witness: src_ip=236.180.23.160, dst_port=22 (SSH). SMT query: ∃(src_ip,dst_port). allow_rule(src_ip,22) = SAT.",1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:40:27,EC2_02_ebs_volume_unencrypted,EC2,FAIL: EC2 root block device is unencrypted.,1,False,"PASS: PATCH REJECTED (completeness failure) | INCOMPLETE: Z3 SAT counterexample in patch — PATCH_Zone=DMZ, PATCH_Enc=UNENCRYPTED. Patch does not fully satisfy Cloud Perimeter invariants.","PASS: PATCH REJECTED (completeness failure) | INCOMPLETE: Z3 SAT counterexample in patch — PATCH_Zone=DMZ, PATCH_Enc=UNENCRYPTED. Patch does not fully satisfy Cloud Perimeter invariants."
02:40:32,EC2_03_imds_v1_enabled,EC2,FAIL: EC2 IMDSv2 is not enforced (http_tokens not required).,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:40:35,EC2_04_egress_open_all,EC2,FAIL: Security Group has unrestricted egress (0.0.0.0/0) with no ingress rules — data exfiltration risk.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:40:39,EC2_05_detailed_monitoring_disabled,EC2,FAIL: EC2 detailed monitoring is disabled.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:40:42,EC2_06_unencrypted_ami,EC2,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_ami. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",1,False,"PASS: FORMAL PROOF COMPLETE ✓ | EC2_06_unencrypted_ami | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | EC2_06_unencrypted_ami | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:41:00,ECR_01_mutable_tags,ECR,FAIL: ECR repository allows mutable tags.,2,False,PASS: Formal Verification Successful.,FAIL: ECR lifecycle policy is missing. Add an aws_ecr_lifecycle_policy resource to expire old images. | PASS: Formal Verification Successful.
02:41:03,ECR_02_scan_on_push_disabled,ECR,FAIL: ECR scan_on_push is disabled.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:41:06,ECR_03_missing_lifecycle_policy,ECR,FAIL: ECR lifecycle policy is missing. Add an aws_ecr_lifecycle_policy resource to expire old images.,1,False,PASS: Formal Verification Successful.,PASS: Formal Verification Successful.
02:41:13,ECS_01_container_privileged_mode,ECS,FAIL: aws_ecs_task_definition is running in privileged mode.,5,True,FAIL: aws_ecs_task_definition is running in privileged mode.,FAIL: aws_ecs_task_definition is running in privileged mode. | FAIL: aws_ecs_task_definition is running in privileged mode. | FAIL: aws_ecs_task_definition is running in privileged mode. | FAIL: aws_ecs_task_definition is running in privileged mode. | FAIL: aws_ecs_task_definition is running in privileged mode.
02:41:16,EC_01_transit_encryption_disabled,EC,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_elasticache_replication_group. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",1,False,"PASS: FORMAL PROOF COMPLETE ✓ | EC_01_transit_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | EC_01_transit_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:41:21,EFS_01_encryption_disabled,EFS,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_efs_file_system. Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",1,False,"PASS: FORMAL PROOF COMPLETE ✓ | EFS_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM.","PASS: FORMAL PROOF COMPLETE ✓ | EFS_01_encryption_disabled | Solver A (completeness): COMPLETE: Z3 UNSAT — patch satisfies Cloud Perimeter Model. ∀(zone,enc,sens). INV-1 ∧ INV-2 ∧ INV-3 holds for patched config. | Solver B (soundness): SOUND: Z3 UNSAT — it is IMPOSSIBLE for the patched config to simultaneously satisfy the patch constraints AND retain the original violation. Non-regression formally proven via CPM."
02:41:30,EKS_01_public_endpoint_access,EKS,FAIL: EKS cluster endpoint_private_access is disabled.,5,True,FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator).,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator). | FAIL: EKS cluster endpoint_private_access is disabled. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator)."
02:41:42,EKS_02_secrets_unencrypted,EKS,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.",5,True,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT.","FAIL: aws_kms_key policy grants access to wildcard principal (*). | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator). | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator). | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator). | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT."
02:41:47,EKS_03_no_endpoint_private_access,EKS,FAIL: EKS cluster endpoint_private_access is disabled.,5,True,FAIL: EKS cluster endpoint_private_access is disabled.,"FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: Cloud Perimeter Model — Z3 SAT counterexample for aws_eks_cluster (secrets KMS). Model: NetworkZone=DMZ, EncryptionLevel=UNENCRYPTED, SensitiveData=1. Violated: INV-2: sensitive data is unencrypted. SMT: ∃(zone,enc,sens). ¬(INV-1 ∧ INV-2 ∧ INV-3) = SAT. | FAIL: EKS cluster logging is incomplete (missing api/audit/authenticator). | FAIL: EKS cluster endpoint_private_access is disabled."
